case_no,processing_center,case_status,received_date,decision_date,employer_name,employer_address_1,employer_address_2,employer_city,employer_state,employer_postal_code,alien_citizenship_country,employer_job_title,wage_offered_from,wage_offered_to,wage_per,prevailing_wage_job_title,pw_amount,pw_level,pw_soc_code,pw_soc_title,application_type
C-05186-11537,Chicago Processing Center,Certified,7/5/2005 0:00:00,9/26/2005 15:40:33,E & T CORPORATION,250 E. 1ST STREET,SUITE 401,LOS ANGELES,CALIFORNIA,90012,JAPAN,Importer/Exporter,$33.26,$33.26,Hour,"Wholesale & Retail Buyers, Except Farm",33.26,Level IV,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",PERM
C-05186-11541,Chicago Processing Center,Certified,7/6/2005 0:00:00,8/22/2005 13:19:43,PARISH OF ASCENSION,42077 CHURCHPOINT ROAD,,GONZALES,LOUISIANA,70737,CHINA,Information System Analyst,$40206.00,,Year,Network and Computer Systems Administrators,40206,Level II,15-1071.00,Network and Computer Systems Administrators,PERM
C-05186-11554,Chicago Processing Center,Certified,7/21/2005 0:00:00,7/28/2005 11:17:55,"FLIGHT CONCEPTS, INC.",7601 EAST APACHE,HGR 22,TULSA,OKLAHOMA,74145,ISRAEL,Compliance Officer,$22.94,,Hour,Compliance Officer,22.94,Level I,17-2111.00,"Health and Safety Engineers, Except Mining Safety",PERM
C-05186-11560,Chicago Processing Center,Denied,7/5/2005 0:00:00,,"ALTA COLLEGES, INC.",2000 S. COLORADO BLVD.,"TOWER 2, SUITE 800",DENVER,COLORADO,80222,INDIA,Team Lead - PeopleSoft Systems Administration,$39.68,,Hour,Team Lead - PeopleSoft Systems Adm.,39.68,Level II,11-3021.00,Computer and Information Systems Managers,PERM
C-05186-11565,Chicago Processing Center,Denied,7/7/2005 0:00:00,,"COMRADE IN AMERICA, INC",470 STATE HWY 248,,BRANSON,MISSOURI,65616,RUSSIA,Dancer,$23275.00,,Year,Dancer,23275,Level III,27-2031.00,Dancers,PERM
C-05186-11570,Chicago Processing Center,Certified,7/6/2005 0:00:00,7/13/2005 12:48:31,"SUSHI SAM'S EDOMATA, INC.",218 EAST 3RD AVENUE,,SAN MATEO,CALIFORNIA,94401,JAPAN,Cook,$14.18,,Hour,Cook,14.18,Level IV,35-2014.00,"Cooks, Restaurant",PERM
C-05186-11571,Chicago Processing Center,Certified,8/6/2005 0:00:00,8/15/2005 10:31:00,"LAKESHORE ENGINEERING SERVICES, INC",19215 WEST EIGHT MILE RD,,DETROIT,MICHIGAN,48219,CANADA,Database Administrator,$75000.00,,Year,Database Administrators,18.18,Level I,15-1061.00,Database Administrators,PERM
C-05186-11574,Chicago Processing Center,Withdrawn,7/7/2005 0:00:00,,EZ FUNDING CORP.,17100 PIONEER BLVD.,SUITE 405,ARTESIA,CALIFORNIA,90701,SOUTH KOREA,PURCHASING AGENT,$26.00,,Hour,PURCHASING AGENT,26,Level III,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and F",PERM
C-05186-11576,Chicago Processing Center,Certified,7/5/2005 0:00:00,7/14/2005 14:12:19,"LEA-ARCHITECTS, LLC",1730 E. NORTHERN AVE. SUITE 110,,PHOENIX,ARIZONA,85020,SOUTH KOREA,Assistant Project Manager,$39520.00,,Year,"Architects, Except Landscape and Naval",19,Level I,17-1011.00,"Architects, Except Landscape and Naval",PERM
C-05186-11580,Chicago Processing Center,Certified,7/5/2005 0:00:00,7/7/2005 12:13:09,DENTEK LABORATORY INC.,4020 EL CAMINO AVE.,,SACRAMENTO,CALIFORNIA,95821,SOUTH KOREA,Dental Laboratory Technician,$15.00,$17.00,Hour,Dental laboratory Technician,13.17,Level III,51-9081.00,Dental Laboratory Technicians,PERM
C-05186-11584,Chicago Processing Center,Certified,7/27/2005 0:00:00,8/4/2005 13:00:32,CONSTRAINTS MANAGEMENT GROUP,2355 GRIFFIN AVENUE,SUITE I,ENUMCLAW,WASHINGTON,98022,INDIA,Management Analyst (Theory of Constraints),$75000.00,$85000.00,Year,Management Analysts,73840,Level III,13-1111.00,Management Analysts,PERM
C-05186-11587,Chicago Processing Center,Certified,7/28/2005 0:00:00,8/4/2005 12:32:16,KENDALL PLUMBING,953 BURK RD,,HIGHLANDVILLE,MISSOURI,65669,BRAZIL,Carpenter,$16.54,,Hour,Carpenter,16.54,Level IV,47-2031.00,Carpenters,PERM
C-05186-11591,Chicago Processing Center,Denied,7/5/2005 0:00:00,,"COMPREHENSIVE AUTISM SERVICES & EDUCATION, INC.","580 BEECH AVENUE, SUITE A",,CARLSBAD,CALIFORNIA,92008,LEBANON,Behavioral Analyst,$44000.00,,Year,Clinical Counseling & School Psychologist,20.41,Level I,19-3031.02,Clinical Psychologists,PERM
C-05186-11592,Chicago Processing Center,Certified,7/6/2005 0:00:00,8/25/2005 12:55:11,"FUJI CERAMICS, INC.",2686 S. GOLIAD STREET,,ROCKWELL,TEXAS,75032,JAPAN,Dental Ceramist,$16.84,$16.84,Hour,Dental Laboratory Technician,16.84,Level IV,51-9081.00,Dental Laboratory Technicians,PERM
C-05186-11595,Chicago Processing Center,Certified,7/19/2005 0:00:00,9/28/2005 12:12:04,"US MERCHANT SYSTEMS, LLC",3125 SKYWAY COURT,,FREMONT,CALIFORNIA,94539,CHINA,Database Administrator,$53000.00,,Year,Database Administrator,52998,Level II,15-1061.00,Database Administrators,PERM
C-05186-11600,Chicago Processing Center,Denied,7/6/2005 0:00:00,,THE KEITH COMPANIES,19 TECHNOLOGY DRIVE,,IRVINE,CALIFORNIA,92618,INDIA,ASSISTANT CIVIL ENGINEER,$24.43,,Hour,CIVIL ENGINEER,24.43,Level I,17-2051.00,Civil Engineers,PERM
C-05186-11602,Chicago Processing Center,Denied,7/5/2005 0:00:00,,JAALAA INC.,10445 PACIFIC CENTER CT.,,SAN DIEGO,CALIFORNIA,92121,CANADA,Hardware Engineer,$74000.00,,Year,Hardware Engineer,73632,Level II,17-2072.00,"Electronics Engineers, Except Computer",PERM
C-05186-11604,Chicago Processing Center,Certified,8/15/2005 0:00:00,8/23/2005 13:32:55,"SOCKET COMMUNICATIONS, INC.",37400 CENTRAL COURT,,NEWARK,CALIFORNIA,94560-3444,CANADA,"Manager, Developer Tools",$100000.00,,Year,Computer & Information Systems Manager,46.48,,11-3021.00,Computer and Information Systems Managers,PERM
C-05186-11606,Chicago Processing Center,Denied,7/5/2005 0:00:00,,FORESIGHT UNLIMITED,"2934 1/2 BEVERLY GLEN CIRCLE, STE 900",,BEL AIR,CALIFORNIA,90077,SWEDEN,Producer,$86213.00,,Year,Producer,86213,Level II,27-2012.00,Producers and Directors,PERM
C-05186-11608,Chicago Processing Center,Denied,7/20/2005 0:00:00,,ACHIEVEKIDS,3860 MIDDLEFIELD RD,,PALO ALTO,CALIFORNIA,94303,INDIA,Speech Pathologist,$64576.00,,Year,Speech-Language Pathologists,28.63,Level II,29-1127.00,Speech-Language Pathologists,PERM
C-05186-11609,Chicago Processing Center,Certified,7/6/2005 0:00:00,9/16/2005 11:08:55,ARAVALI TECHNOLOGIES INC,1175 SARATOGA AVENUE,SUITE 7,SAN JOSE,CALIFORNIA,95129,INDIA,Database Administrator,$33.65,$33.65,Hour,Database Administrators,30.9,Level II,15-1061.00,Database Administrators,PERM
C-05186-11610,Chicago Processing Center,Certified,7/6/2005 0:00:00,7/14/2005 9:42:17,"AMERICAN SCHOOL OF X-RAY, INC.",555 W. REDONDO BEACH BLVD.,,GARDENA,CALIFORNIA,90248,SOUTH KOREA,Medical Physicist,$78790.00,,Year,Physicist,78790,Level II,19-2012.00,Physicists,PERM
C-05186-11611,Chicago Processing Center,Certified,7/6/2005 0:00:00,8/25/2005 11:40:43,MUWON (AMERICA) INC.,"22330 HAWTHORNE BLVD., SUITE # 213",,TORRANCE,CALIFORNIA,90505,SOUTH KOREA,CFO,$82300.00,,Year,Chief Financial Officer,82202,Level II,11-3031.01,"Treasurers, Controllers, and Chief Financial Offic",PERM
C-05186-11613,Chicago Processing Center,Denied,7/5/2005 0:00:00,,"SATOH BROTHERS INTERNATIONAL, INC.",879 WEST 190TH STREET,SUITE 910,GARDENA,CALIFORNIA,90248,JAPAN,Construction / Project Manager,$65000.00,$80000.00,Year,Construction / Project Manager,42,Level III,11-9021.00,Construction Managers,PERM
C-05186-11615,Chicago Processing Center,Certified,7/6/2005 0:00:00,7/7/2005 10:05:07,"AQUA PRODUCTS, INC.",6860 ORAN CIRCLE,,BUENA PARK,CALIFORNIA,90621,SOUTH KOREA,Chemical Engineer,$32.85,,Hour,Chemical Engineer,32.85,Level II,17-2041.00,Chemical Engineers,PERM
C-05186-11617,Chicago Processing Center,Certified,8/9/2005 0:00:00,8/11/2005 10:34:23,"IVS CONSULTING, INC",7457 HARWIN DRIVE,SUITE # 226,HOUSTON,TEXAS,77036,INDIA,Programmer Analyst,$50000.00,,Year,Computer Systems Analyst,44429,Level I,15-1051.00,Computer Systems Analysts,PERM
C-05186-11621,Chicago Processing Center,Certified,7/5/2005 0:00:00,7/19/2005 14:24:27,GENELUX CORPORATION,"3030 BUNKER HILL STREET, SUITE 310",,SAN DIEGO,CALIFORNIA,92109,CHINA,Biochemist,$75000.00,,Year,biochemist,19.63,Level I,19-1021.01,Biochemists,PERM
C-05186-11623,Chicago Processing Center,Certified,7/6/2005 0:00:00,9/19/2005 9:50:23,GENELUX CORPORATION,"3030 BUNKER HILL STREET, SUITE 310",,SAN DIEGO,CALIFORNIA,92109,CHINA,Biochemist,$75000.00,,Year,biochemist,19.63,Level I,19-1021.01,Biochemists,PERM
C-05186-11624,Chicago Processing Center,Certified,7/5/2005 0:00:00,7/29/2005 12:11:48,"INTEPLAST GROUP, LTD.",101 INTEPLAST BLVD,,LOLITA,TEXAS,77971,TAIWAN,Management Analyst,$48500.00,,Year,Management Analyst,48422,Level I,13-1111.00,Management Analysts,PERM
C-05186-11625,Chicago Processing Center,Certified,7/6/2005 0:00:00,7/11/2005 12:12:38,STAR BEAUTY PLUS,20900 LIBBY ROAD,,MAPLE HEIGHTS,OHIO,44137,SOUTH KOREA,Hairstylist,$21528.00,,Year,Hairstylist,21528,Level II,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",PERM
C-05187-11627,Chicago Processing Center,Certified,7/6/2005 0:00:00,7/11/2005 12:22:09,LAMAR UNIVERSITY,"4400 MARTIN LUTHER KING, JR. PARKWAY",,BEAUMONT,TEXAS,77705,CHINA,Assistant Professor,$70000.00,,Year,Assistant Professor,38700,Level I,25-1021.00,"Computer Science Teachers, Postsecondary",PERM
C-05187-11628,Chicago Processing Center,Certified,7/6/2005 0:00:00,7/29/2005 11:40:19,LAMAR UNIVERSITY,"4400 MARTIN LUTHER KING, JR. PARKWAY",,BEAUMONT,TEXAS,77705,CHINA,Assistant Professor,$70000.00,,Year,Assistant Professor,38700,Level I,25-1021.00,"Computer Science Teachers, Postsecondary",PERM
C-05187-11630,Chicago Processing Center,Certified,7/6/2005 0:00:00,9/16/2005 15:54:18,"LAW OFFICES OF JOY HUANG, P.C.",1761 E. MCNAIR DR. SUITE 101,,TEMPE,ARIZONA,85283,CHINA,Investment Analyst,$32760.00,,Year,Financial Analyst,32760,Level I,13-2051.00,Financial Analysts,PERM
C-05187-11631,Chicago Processing Center,Certified,7/8/2005 0:00:00,7/25/2005 15:00:15,GUAM YOOSHIN CORP.,P.O. BOX 7446,,TAMUNING,GUAM,96931,PHILIPPINES,Carpenter,$11.70,,Hour,Carpenter,11.7,Level II,47-2031.00,Carpenters,PERM
C-05187-11633,Chicago Processing Center,Certified,7/8/2005 0:00:00,7/26/2005 11:38:58,GUAM YOOSHIN CORP.,P.O. BOX 7446,,TAMUNING,GUAM,96931,PHILIPPINES,Cement Mason,$11.30,,Hour,Cement Mason,11.3,Level I,47-2051.00,Cement Masons and Concrete Finishers,PERM
C-05187-11634,Chicago Processing Center,Certified,7/8/2005 0:00:00,8/22/2005 11:56:44,GUAM YOOSHIN CORP.,P.O. BOX 7446,,TAMUNING,GUAM,96931,PHILIPPINES,Cement Mason,$11.30,,Hour,Cement Mason,11.3,Level I,47-2051.00,Cement Masons and Concrete Finishers,PERM
C-05187-11635,Chicago Processing Center,Certified,7/8/2005 0:00:00,8/15/2005 12:19:40,GUAM YOOSHIN CORP.,P.O. BOX 7446,,TAMUNING,GUAM,96931,PHILIPPINES,Cement Mason,$11.30,,Hour,Cement Mason,11.3,Level I,47-2051.00,Cement Masons and Concrete Finishers,PERM
C-05187-11677,Chicago Processing Center,Denied,7/25/2005 0:00:00,,COVANSYS CORPORATION,32605 W. 12 MILE RD.,SUITE 250,FARMINGTON HILLS,MICHIGAN,48334,INDIA,Software Engineer,$26.47,,Hour,Software Engineer,26.47,Level I,15-1031.00,"Computer Software Engineers, Applications",PERM
C-05187-11678,Chicago Processing Center,Denied,7/6/2005 0:00:00,,U.S. OIL & REFINING CO.,3001 MARSHALL AVENUE,,TACOMA,WASHINGTON,98421,CANADA,Mechanical Design Engineer,$57284.00,,Year,Mechanical Engineer,48526,Level I,17-2141.00,Mechanical Engineers,PERM
C-05187-11702,Chicago Processing Center,Denied,7/6/2005 0:00:00,,TECHNOSOFT CORPORATION,28411 NORTHWESTERN HIGHWAY,# 640,SOUTHFIELD,MICHIGAN,48034,INDIA,Programmer Analyst,$39.00,,Hour,Computer Hardware Engineers,38.48,Level III,17-2061.00,Computer Hardware Engineers,PERM
C-05187-11712,Chicago Processing Center,Withdrawn,7/6/2005 0:00:00,,DAYTON BAG & BURLAP,322 DAVIS AVENUE,,DAYTON,OHIO,45403,MEXICO,Materials Handler,$7.46,$7.46,Hour,Materials Handler,7.46,Level I,53-7062.03,"Freight, Stock, and Material Movers, Hand",PERM
C-05187-11715,Chicago Processing Center,Withdrawn,7/6/2005 0:00:00,,KNIGHTSBRIDGE SOLUTIONS LLC,"500 W. MADISON, SUITE 3100",,CHICAGO,ILLINOIS,60661,INDIA,Senior Consultant,$112278.00,,Year,Computer and Information Systems Managers,112278,Level IV,11-3021.00,Computer and Information Systems Managers,PERM
C-05187-11725,Chicago Processing Center,Certified,7/6/2005 0:00:00,7/13/2005 12:35:39,THE MONTESSORI CHILDREN'S HOUSE,1424 WEST MAIN STREET,,ALBERT LEA,MINNESOTA,56007,UNITED KINGDOM,Montessori Primary Teacher (Preschool),$15.00,,Hour,Preschool Teachers,9.78,Level II,25-2011.00,"Preschool Teachers, Except Special Education",PERM
C-05187-11733,Chicago Processing Center,Withdrawn,7/6/2005 0:00:00,,KNIGHTSBRIDGE SOLUTIONS LLC,"500 W. MADISON, SUITE 3100",,CHICAGO,ILLINOIS,60661,INDIA,Senior Consultant,$112278.00,,Year,Computer and Information Systems Managers,112278,Level IV,11-3021.00,Computer and Information Systems Managers,PERM
C-05187-11744,Chicago Processing Center,Denied,7/25/2005 0:00:00,,COVANSYS CORPORATION,32605 W. 12 MILE RD.,SUITE 250,FARMINGTON HILLS,MICHIGAN,48334,INDIA,Software Engineer,$26.47,,Hour,Software Engineer,26.47,Level I,15-1031.00,"Computer Software Engineers, Applications",PERM
C-05187-11766,Chicago Processing Center,Certified,8/24/2005 0:00:00,8/25/2005 13:53:16,XVD CORPORATION,71A VISTA MONTANA,,SAN JOSE,CALIFORNIA,95134,RUSSIA,Engineering Director,$114193.00,,Year,Computer & Information Systems Manager,54.9,Level II,11-3021.00,Computer and Information Systems Managers,PERM
C-05187-11775,Chicago Processing Center,Certified,7/6/2005 0:00:00,8/30/2005 9:46:40,DAYTON BAG & BURLAP,322 DAVIS AVENUE,,DAYTON,OHIO,45403,MEXICO,Materials Handler,$7.46,,Hour,Materials Handler,7.46,Level I,53-7062.03,"Freight, Stock, and Material Movers, Hand",PERM
C-05187-11781,Chicago Processing Center,Denied,7/6/2005 0:00:00,,"DIGITAL FOUNTAIN, INC.",39141 CIVIC CENTER DRIVE STE 300,,FREMONT,CALIFORNIA,94538,UNITED KINGDOM,Senior Researcher,$130000.00,,Year,Senior Researcher,78770,Level IV,15-2031.00,Operations Research Analysts,PERM
C-05187-11782,Chicago Processing Center,Denied,7/6/2005 0:00:00,,GALLOP TECHNOLOGIES INC,300 E ROYAL LANE,SUITE # 109,IRVING,TEXAS,75039,INDIA,Senior Software Engineer,$69410.00,$70000.00,Year,"computer software engineers, applications",69410,Level III,15-1031.00,"Computer Software Engineers, Applications",PERM
C-05187-11792,Chicago Processing Center,Denied,7/6/2005 0:00:00,,"FAMILIES THRU INTERNATIONAL ADOPTION, INC",400 BUENTEE WES COURT,,EVANSVILLE,INDIANA,47715,RUSSIA,Russia Adoption Program Coordinator,$30000.00,,Year,International Adoption Coordinator,27206,Level II,21-1021.00,"Child, Family, and School Social Workers",PERM
C-05187-11793,Chicago Processing Center,Certified,7/6/2005 0:00:00,7/12/2005 13:18:32,"ELECTRONIC CONTROL SYSTEMS, INC.","12520 KIRKHAM COURT, SUITE 7",,POWAY,CALIFORNIA,92064,POLAND,Electrical Engineer,$32.79,,Hour,Electrical Engineer,32.79,,17-2071.00,Electrical Engineers,PERM
C-05187-11795,Chicago Processing Center,Denied,7/5/2005 0:00:00,,PERFORMANCE HEALTH MEDICAL GROUP,21707 HAWTHORNE BLVD. #101,,TORRANCE,CALIFORNIA,90503,CANADA,"Doctor,  Chiropractor",$26.38,,Hour,Chiropractor,26.38,,29-1011.00,Chiropractors,PERM
C-05187-11799,Chicago Processing Center,Denied,8/25/2005 0:00:00,,ODYSSEY RESEARCH,705 E MAIN AVENUE,,BISMARCK,NORTH DAKOTA,58501,INDIA,Associate Director of Research,$82000.00,,Year,General and Operations Managers,37.76,Level III,11-1021.00,General and Operations Managers,PERM
C-05187-11800,Chicago Processing Center,Denied,9/15/2005 0:00:00,,EFFICIENT CHANNEL CODING,600 SAFEGUARD PLAZA,SUITE 100,BROOKLYN HTS,OHIO,44131,CHINA,Communications Research Engineer,$81000.00,,Year,electrical engineer,78374,Level IV,17-2071.00,Electrical Engineers,PERM
C-05187-11809,Chicago Processing Center,Denied,7/7/2005 0:00:00,,MIDLAND CO-OP,P.O. BOX 98,,FUNK,NEBRASKA,68940,SOUTH AFRICA,Floater Operator,$9.86,,Hour,Floater Operator,9.86,Level I,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Veg",PERM
C-05187-11812,Chicago Processing Center,Denied,7/5/2005 0:00:00,,CHATEAU HOME FURNISHINGS,4601 N. SANTA FE AVENUE,,OKLAHOMA CITY,OKLAHOMA,73118,PAKISTAN,NETWORK SYSTEMS ANALYST,$29266.00,,Year,Network Systems and Data Communications Analysts,14.07,,15-1081.00,Network Systems and Data Communications Analysts,PERM
C-05187-11819,Chicago Processing Center,Denied,7/7/2005 0:00:00,,DYNATRON CORPORATION,41458 CHRISTY ST.,,FREMONT,CALIFORNIA,94538,TAIWAN,Purchasing Agent,$23.69,,Hour,Purchasing Agent,23.69,Level II,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and F",PERM
C-05187-11821,Chicago Processing Center,Withdrawn,7/6/2005 0:00:00,,DAYTON BAG & BURLAP,322 DAVIS AVENUE,,DAYTON,OHIO,45403,MEXICO,Materials Handler,$7.46,,Hour,Materials Handler,7.46,Level I,53-7062.03,"Freight, Stock, and Material Movers, Hand",PERM
C-05187-11837,Chicago Processing Center,Denied,7/13/2005 0:00:00,,BILINGUAL AMERICAN MULTISERVICE AGENCY INC.,131 NORTHPOINT DR.,,HOUSTON,TEXAS,77060,COLOMBIA,"HUMAN RESOURCES ASSISTANT, EXCEPT PAYROLL AND TIME",$23525.00,$23525.00,Year,"HUMAN RESOURCES ASSISTANT, EXCEPT PAYROLL AND TIME",23525.00,Level I,43-4161.00,"Human Resources Assistants, Except Payroll and Tim",PERM
C-05187-11846,Chicago Processing Center,Certified,7/6/2005 0:00:00,8/1/2005 11:55:51,KNIGHTSBRIDGE SOLUTIONS LLC,"500 W. MADISON, SUITE 3100",,CHICAGO,ILLINOIS,60661,INDIA,Senior Consultant,$112278.00,,Year,Computer and Information Systems Managers,112278,Level IV,11-3021.00,Computer and Information Systems Managers,PERM
C-05187-11858,Chicago Processing Center,Certified,7/6/2005 0:00:00,7/21/2005 14:49:08,PROSONIC INTERNATIONAL INC.,13872 MAGNOLIA AVENUE,,CHINO,CALIFORNIA,91710,TAIWAN,industrial engineering technician,$17.39,,Hour,industrial engineering technician,17.39,Level II,17-3026.00,Industrial Engineering Technicians,PERM
C-05187-11863,Chicago Processing Center,Denied,7/22/2005 0:00:00,,CITRIX ONLINE LLC,5385 HOLLISTER AVENUE,,SANTA BARBARA,CALIFORNIA,93111,NORWAY,Java Software Engineer,$40.38,$40.38,Hour,Software Applications Enginer,32.68,Level III,15-1031.00,"Computer Software Engineers, Applications",PERM
C-05187-11864,Chicago Processing Center,Denied,7/6/2005 0:00:00,,"PAK ENTERPRISES, INC.",3061 S. 108TH STREET,,WEST ALLIS,WISCONSIN,53227,CANADA,Assistant Manager,$12.00,,Hour,Assistant Manager,10.75,Level I,11-9199.99,"Managers, All Other",PERM
C-05187-11871,Chicago Processing Center,Certified,7/6/2005 0:00:00,7/14/2005 14:36:26,TOKYOPOP INC,5900 WILSHIRE BOULEVARD,#2000,LOS ANGELES,CALIFORNIA,90036,JAPAN,Accountant,$51500.00,$51500.00,Year,Accountant & Auditors,23.73,Level II,13-2011.01,Accountants,PERM
C-05187-11873,Chicago Processing Center,Certified,7/11/2005 0:00:00,7/15/2005 12:33:44,TEXAS A&M UNIVERSITY,INTERNATIONAL FACULTY & SCHOLAR SERVICES,1158 TAMU,COLLEGE STATION,TEXAS,77843-1158,CHINA,Assistant Professor,$8889.00,,Month,"Engineering Teachers, Postsecondary",7745.26,Level I,25-1032.00,"Engineering Teachers, Postsecondary",PERM
C-05187-11881,Chicago Processing Center,Certified,7/6/2005 0:00:00,8/25/2005 10:39:56,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,PO BOX 3000,,BOULDER,COLORADO,80307,SOUTH AFRICA,Associate Atmospheric Scientist,$20.39,,Hour,Atmospheric Scientist,20.39,Level I,19-2099.99,"Physical Scientists, All Other",PERM
C-05187-11887,Chicago Processing Center,Denied,7/6/2005 0:00:00,,COLOSIMO JOES LLC,8745 SOUTH 700 EAST,,SANDY,UTAH,84070,ITALY,Specialty Cook,$1690.00,,Month,specialty cook,1690,Level III,35-2014.00,"Cooks, Restaurant",PERM
C-05187-11891,Chicago Processing Center,Certified,7/8/2005 0:00:00,8/25/2005 10:52:32,"TELECOM TECHNOLOGY SERVICES, INC.","6140 STONERIDGE MALL RD, #365",,PLEASANTON,CALIFORNIA,94588,PAKISTAN,RF Engineer,$70000.00,,Year,RF Engineer,58428,Level I,17-2072.00,"Electronics Engineers, Except Computer",PERM
C-05187-11892,Chicago Processing Center,Denied,7/6/2005 0:00:00,,BEST TERIYAKI RESTAURANT,2625 NORTH HILLFIELD ROAD,,LAYTON,UTAH,84041,SOUTH KOREA,Chef,$13.08,,Hour,Chef,13.08,Level III,35-1011.00,Chefs and Head Cooks,PERM
C-05187-11893,Chicago Processing Center,Denied,7/8/2005 0:00:00,,"SUPPLYCHAINGE, INC.",9900 SW GREENBURG RD.,SUITE 270,PORTLAND,OREGON,97223,INDIA,Optimization Specialist,$95000.00,$95000.00,Year,"Computer Software Engineers, Systems Software",83096,Level III,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05187-11894,Chicago Processing Center,Certified,7/13/2005 0:00:00,8/23/2005 13:06:50,CYMBAL CORPORATION,39141 CIVIC CENTER DRIVE,SUITE 250,FREMONT,CALIFORNIA,94538,CHINA,Software Engineer,$82472.00,,Year,Software Systems Engineer,82472,Level II,15-1032.00,"Computer Software Engineers, Systems Software",PERM
C-05187-11899,Chicago Processing Center,Denied,7/6/2005 0:00:00,,"SATOH BROTHERS INTERNATIONAL, INC.",879 WEST 190TH STREET,SUITE 910,GARDENA,CALIFORNIA,90248,JAPAN,Construction / Project Manager,$80000.00,$95000.00,Year,Construction / Project Manager,42,Level III,11-9021.00,Construction Managers,PERM
C-05187-11900,Chicago Processing Center,Certified,7/18/2005 0:00:00,8/15/2005 10:10:13,CHRISTIAN SINGLES COMMITMENTS CORP.,"15901 HAWTHORNE BLVD, SUITE 326",,LAWNDALE,CALIFORNIA,90260,TAIWAN,IT Support Specialist,$38400.00,,Year,Computer Support Specialist,35651.2,Level II,15-1041.00,Computer Support Specialists,PERM
C-05187-11909,Chicago Processing Center,Denied,7/6/2005 0:00:00,,OVATION POLYMER TECHNOLOGY & ENGINEERED MATERIALS,1030 WEST SMITH ROAD,,MEDINA,OHIO,44256,INDIA,Advanced Research and Development Engineer,$75000.00,,Year,Materials Scientist,66997,Level III,19-2032.00,Materials Scientists,PERM
C-05187-11917,Chicago Processing Center,Denied,7/6/2005 0:00:00,,TEJAS MODI PROFESSIONAL DENTAL INC,75 WEST NUEVO ROAD,SUITE A & B,PERRIS,CALIFORNIA,92571,INDIA,Dentist,$56.61,,Hour,DENTIST,56.61,Level II,29-1021.00,"Dentists, General",PERM
C-05187-11924,Chicago Processing Center,Certified,7/6/2005 0:00:00,8/25/2005 12:31:48,"MIXED SIGNAL SYSTEMS, INC.",269 MT. HERMON RD.,SUITE 203,SCOTTS VALLEY,CALIFORNIA,95066,FRANCE,IC Design Engineer,$72488.00,,Year,Electronics Engineer,72488,Level II,17-2072.00,"Electronics Engineers, Except Computer",PERM
